,address,address_rus,atm_group,id,isTrain,lat,long,target
13,LENINA 32                 MUROM       ,"улица Ленина, 32, Муром, Владимирская область, Россия, 602267",496.5,2006.0,True,55.577107999999996,42.05437,-0.1001214289644553
14,BOROVSKAYA 5              BALABANOVO  ,"Боровская улица, 5, Балабаново, Боровский район, Калужская область, Россия, 249000",496.5,2011.0,True,55.180597999999996,36.655611,-0.0008294956654186244
15,SOVETSKAYA 21             ZHUKOV      ,"Советская улица, 21, Жуков, Калужская область, Россия, 249191",496.5,2012.0,True,55.027991,36.750518,-0.0476678404207127
16,DORZHIEVA 24A             MUKHORSHIBIR,"улица Доржиева, 24А, село Мухоршибирь, Республика Бурятия, Россия",496.5,2017.0,True,51.048934,107.822322,0.017372643984509075
17,SADOVAYA 27B              KRIVODANOVKA,"Садовая улица, 27, село Криводановка, Новосибирский район, Новосибирская область, Россия",496.5,2022.0,True,55.086363,82.64683000000001,-0.02765736578751833
18,SOVETSKAYA 19             KUGESI      ,"Советская улица, 19, поселок городского типа Кугеси, Чебоксарский район, Чувашская Республика, Россия, 429500",496.5,2023.0,True,56.029642,47.294593,-0.07787119186138325
19,MELNIKOVA 106             CHERLAK     ,"улица Мельникова, 106, посёлок городского типа Черлак, Черлакский район, Омская область, Россия, 646250",496.5,2027.0,True,54.151887,74.79789,-0.050626685528738495
20,POBEDY 67/2               PETROPAVLOVS,"проспект Победы, 67/2, Петропавловск-Камчатский, Камчатский край, Россия, 683902",496.5,2033.0,True,53.070803000000005,158.58751999999998,0.019060742852095674
21,POLEVAYA 4                MEDVEDEVO   ,"Полевая улица, 4, посёлок городского типа Медведево, Медведевский район, Республика Марий Эл, Россия, 425200",496.5,2034.0,True,56.63759,47.803974,-0.027475196122957755
22,UPITA 5A                  KIROV       ,"улица Андрея Упита, 5А, Киров, Россия, 610050",496.5,2035.0,True,58.605564,49.591163,-0.10137559085407266
23,VOSTOCHNAYA 42/7          ORENBURG    ,"Восточная улица, 42/7, Оренбург, Россия, 460021",496.5,2850.0,True,51.784175,55.153504000000005,-0.08652950912830405
24,AMURSKAYA 13              CHITA       ,"Амурская улица, 13, Чита, Забайкальский край, Россия, 672039",496.5,2873.0,True,52.023722,113.513428,-0.07328752900727235
25,VOROVSKOGO 43             KIROV       ,"улица Воровского, 43, Киров, Россия",496.5,2876.0,True,58.594438000000004,49.666657,-0.11059736826592738
26,LENINA 3                  PRISTEN     ,"улица Ленина, 3, посёлок городского типа Пристень, Пристенский район, Курская область, Россия, 306200",496.5,2877.0,True,51.235052,36.694293,-0.07879399867799483
27,KARLA MARKSA 76/1         KURGAN      ,"улица Карла Маркса, 76/1, Курган, Россия",496.5,2897.0,True,55.44224499999999,65.35418,-0.02614658823194464
28,KALACHINSKAYA 25          KALACHINSK  ,"Калачинская улица, 25, Калачинск, Омская область, Россия, 646900",496.5,2900.0,True,55.047817,74.588663,0.018208827536353327
29,ZAVOYKO 7                 ELIZOVO     ,"улица Завойко, 7, Елизово, Камчатский край, Россия, 684000",496.5,2914.0,True,53.1871,158.383863,0.06135092766982592
30,19-LINIYA 10              IVANOVO     ,"19-я линия, 10, Иваново, Россия, 153031",496.5,2923.0,True,56.989885,40.932023,-0.04473002150749481
31,DEYNEKI 19                KURSK       ,"улица Дейнеки, 19, микрорайон КЗТЗ, Курск, Россия, 305047",496.5,2951.0,True,51.704063,36.142449,-0.06321061891530111
32,KRASNIY PUT' 9            KRUTINKA    ,"улица Красный Путь, 9, посёлок городского типа Крутинка, Крутинский район, Омская область, Россия, 646130",496.5,2973.0,True,56.011686,71.508439,-0.056077265567492214
33,PERVOMAYSKAYA 11          POCHEP      ,"Первомайская улица, 11, Почеп, Брянская область, Россия, 243400",496.5,4446.0,True,52.928305,33.458785999999996,-0.07275458151164306
34,OKTYABRSKAYA 138          PRYAMITSYNO ,"Октябрьская улица, 138, посёлок городского типа Прямицыно, Октябрьский район, Курская область, Россия, 307200",496.5,4447.0,True,51.65787,35.942753,-0.11667027290152368
35,BORISA BOGATKOVA 248      NOVOSIBIRSK ,"улица Бориса Богаткова, 248, Новосибирск, Россия, 630089",496.5,4458.0,True,55.037515,82.978811,-0.14500123147475488
36,GLADKOVA 10               CHEBOKSARY  ,"улица Фёдора Гладкова, 10, Чебоксары, Чувашская Республика, Россия, 428020",496.5,4466.0,True,56.114525,47.247854,-0.07251412395184302
37,LENINA 11                 KIREYEVSK   ,"улица Ленина, 11, Киреевск, Тульская область, Россия, 301260",496.5,4470.0,True,53.928249,37.933231,0.003881073322463896
38,LENINA 56                 AKSHA       ,"улица Ленина, 52/7, село Акша, Акшинский район, Забайкальский край, Россия",496.5,4489.0,True,50.28123,113.28690900000001,-0.05923667427441873
39,VAREYKISA 2/1             ULYANOVSK   ,"улица Варейкиса, 2с1, Ульяновск, Россия",496.5,4491.0,True,54.256466,48.324044,-0.09805944763136047
40,PER. BAZARNY 4            SPASSK-DALNY,,496.5,4510.0,True,1.0,52.351955,0.039190641594625805
41,GRIGORENKO 8              LESOZAVODSK ,"улица Григоренко, 8, Лесозаводск, Приморский край, Россия",496.5,4511.0,True,45.462274,133.403108,-0.029771982193639638
42,SEMIRECHENSKAYA 93        OMSK        ,"Семиреченская улица, 93, Омск, Россия, 644016",496.5,4512.0,True,54.931034,73.29666999999999,-0.12654526393216867
43,AVTOZAVODSKAYA 56         ULYANOVSK   ,"Автозаводская улица, 56, Ульяновск, Россия, 432008",496.5,4523.0,True,54.291753,48.315699,-0.12915527243317027
44,"MOSKOVSKIY PR-T, 19B      VORONEZH    ","Московский проспект, 19, Воронеж, Россия, 394026",496.5,4526.0,True,51.693681,39.181539,-0.059624818066358276
45,B.KHMELNITSKOGO 81        EYSK        ,"улица Богдана Хмельницкого, 81, Ейск, Краснодарский край, Россия",496.5,4542.0,True,46.695209000000006,38.283637,-0.03800440301022337
46,KALININA AVE. 15/1        TVER        ,"проспект Калинина, 15с1, Тверь, Россия, 170001",496.5,4574.0,True,56.853719999999996,35.865292,-0.025715052607514614
47,OKTIABRSKAYA 1            NAMTSY      ,"Октябрьская улица, 1, село Намцы, Намский улус, Республика Саха (Якутия), Россия, 678380",496.5,4584.0,True,62.71844,129.66555,-0.14500123147475488
48,SVOBODY 51                IVANOVO     ,"улица Свободы, 51, Иваново, Россия, 153045",496.5,4586.0,True,57.015939,41.005425,-0.05672162737004801
49,PROFINTERNA 9/25          OMSK        ,"улица Профинтерна, 9, Омск, Россия, 644082",496.5,4588.0,True,54.933853000000006,73.33204599999999,-0.0063364060107538285
50,KAZANSKY PR. 75/48        V.VOLOCHEK  ,"Казанский проспект, 75/48, Вышний Волочёк, Тверская область, Россия, 171163",496.5,4594.0,True,57.586330000000004,34.560713,-0.08487923386827997
51,KLUCHEVSKAYA 6B           ULAN-UDE    ,"Ключевская улица, 6, Улан-Удэ, Республика Бурятия, Россия, 670013",496.5,4606.0,True,51.820888000000004,107.63251699999999,0.04071184695182275
52,BONDARENKO 37             IVANOVKA    ,"улица Бондаренко, 39, село Ивановка, Ивановский район, Амурская область, Россия",496.5,4608.0,True,50.35649,128.00231000000002,0.01602564044011012
53,SOVETSKAYA 29             CHERDAKLY   ,"Советская улица, 29, посёлок городского типа Чердаклы, Чердаклинский район, Ульяновская область, Россия",496.5,4624.0,True,54.358775,48.852236,-0.038095996313162316
54,LENINA 7                  YASNOGORSK  ,"улица Ленина, 7, Ясногорск, Тульская область, Россия, 301030",496.5,4649.0,True,54.481354,37.694199,-0.09431827157465908
55,"POCHTOVIY PER, 3          ELIZOVO     ","Почтовый переулок, 3, Елизово, Камчатский край, Россия, 684005",496.5,4655.0,True,53.183976,158.387789,-0.022816323115855738
56,SHUHOVA 26                TULA        ,"улица Шухова, 26, Тула, Россия, 300004",496.5,4680.0,True,54.208238,37.669046,-0.09089617940169298
57,PROLETARSKAYA 11          P.PERVOMAYSK,"Пролетарская улица, 11, Первомайск, Нижегородская область, Россия, 607760",496.5,4685.0,True,54.865166,43.793364000000004,0.013068622592228196
58,SOVETSKAYA 21A            PETROPAVLOVK,"Советская улица, 21, Петропавловск-Камчатский, Камчатский край, Россия",496.5,4703.0,True,53.016529000000006,158.649756,-0.11674874615724234
59,LENINSKAYA 59B            ORENBURG    ,"Ленинская улица, 59, Оренбург, Россия, 460014",496.5,4712.0,True,51.762709,55.111885,-0.1102991528731819
60,"1-ST VISHNEVAYA, 17       KURSK       ","Вишневая улица, СТ Дружба-1, городской округ Ухта, Республика Коми, Россия",496.5,4713.0,True,63.541993999999995,53.85233,-0.05392474061619745
61,"STROITELEY AVE, 1V        PENZA       ","проспект Строителей, 1, Пенза, Россия, 440066",496.5,8483.0,True,53.220223,44.943414000000004,-0.03184849342291842
62,MOSKOVSKAYA 83            PENZA       ,"Московская улица, 83, Пенза, Россия, 440000",496.5,8486.0,True,53.197086,45.019034999999995,0.0259088806733042
63,MIRA 41                   PENZA       ,"улица Мира, 41, Пенза, Россия",496.5,8487.0,True,53.188432999999996,44.970048999999996,-0.018226296461702658
64,"TRUDOVAYA 1, K.1          RYAZAN      ","Трудовая улица, 1к1, Рязань, Россия, 390011",496.5,8497.0,True,54.603425,39.762453,-0.116827337837667
65,GAGARINA 29               KURAGINO    ,"переулок Гагарина, 29, посёлок городского типа Курагино, Курагинский район, Красноярский край, Россия, 662910",496.5,8500.0,True,53.890961,92.68066999999999,0.005782464391873453
66,50 LET OKTYABRYA 6        VICHUGA     ,"улица 50 лет Октября, 6, Вичуга, Ивановская область, Россия, 155331",496.5,8502.0,True,57.21764,41.937328,-0.10433068805502692
67,PODROYKINA 28             BAGAEVSKAYA ,"улица Подройкина, 28, станица Багаевская, Багаевский район, Ростовская область, Россия",496.5,8511.0,True,47.321464,40.369543,-0.03813813379425859
68,KRASNOARMEYSKAYA 233      KYZYL       ,"Красноармейская улица, 233, Кызыл, Республика Тыва, Россия, 667000",496.5,8518.0,True,51.715113,94.42811800000001,-0.03146751178664767
69,CHERNISHEVSKOGO 56/2      YAKUTSK     ,"улица Чернышевского, 56/2, Якутск, Республика Саха (Якутия), Россия, 677007",496.5,8534.0,True,62.011688,129.721308,-0.076109205265034
70,FRIDRIHA ENGELSA 88       VORONEZH    ,"улица Фридриха Энгельса, 88, Воронеж, Россия, 394018",496.5,8542.0,True,51.659009000000005,39.187756,-0.031863878742005726
71,SOVETSKAYA 54/1           DOMODEDOVO  ,"Советская улица, 54, микрорайон Северный, Домодедово, Московская область, Россия",496.5,8557.0,True,55.443659,37.747981,0.08008944082766974
72,ORDZHONIKIDZE 34          SHIMANOVSK  ,"улица Орджоникидзе, 34/25, Шимановск, Амурская область, Россия",496.5,8560.0,True,51.996266,127.667571,-0.06168025059653893
73,TEKSTILSCHIKOV 18         LENINSK-KUZN,"проспект Текстильщиков, 18, Ленинск-Кузнецкий, Кемеровская область, Россия, 652523",496.5,8566.0,True,54.697328000000006,86.212944,-0.05952003290871191
74,GAGARINA 9                CHELIABINSK ,"улица Гагарина, 9, Ленинский район, Челябинск, Россия, 454010",496.5,8575.0,True,55.141844999999996,61.44309499999999,-0.02900062543233648
75,KIROVA 42                 CHELYABINSK ,"улица Кирова, 42, Челябинск, Россия, 454084",496.5,8585.0,True,55.17923100000001,61.39845699999999,0.0070306132694172895
76,"KIROVA AVE, 27A           PYATIGORSK  ","проспект Кирова, 27А, Пятигорск, Ставропольский край, Россия",496.5,8588.0,True,44.03603,43.07835,-0.06341569106345421
77,"OKTIABRYA AVE, 16         NIZHNIY NOVG","проспект Октября, 16, микрорайон Соцгород-I, Нижний Новгород, Россия, 603043",496.5,8590.0,True,56.251202,43.866514,-0.048744881734817086
78,"MIRA AVE, 27K/1           KUVANDYK    ","проспект Мира, 27, Кувандык, Оренбургская область, Россия, 462241",496.5,8594.0,True,51.482219,57.376188,-0.09031216940918163
79,POBEDI 31B                LESOSIBIRSK ,"улица Победы, 31, Лесосибирск, Красноярский край, Россия, 662543",496.5,8601.0,True,58.186130000000006,92.53111,0.04380837953664935
80,INDUSTRIALNAYA 30         SARAPUL     ,"Индустриальная улица, 30, Сарапул, Удмуртская Республика, Россия, 427968",496.5,8617.0,True,56.449732,53.723485,-0.14500123147475488
81,LENINA 48                 SVOBODNY    ,"улица Ленина, 48, Свободный, Амурская область, Россия",496.5,8618.0,True,51.371970000000005,128.13935700000002,-0.12250819130927737
82,STAVROPOLSKAYA 100        KRASNODAR   ,"Ставропольская улица, 100, микрорайон Черёмушки, Краснодар, Россия, 350033",496.5,8619.0,True,45.019059999999996,38.998633,-0.04738277255446415
83,KHALTURINA 11             GELENDZHIK  ,"улица Халтурина, 11, Геленджик, Краснодарский край, Россия",496.5,8625.0,True,44.568378,38.080115,-0.020059952730303518
84,SCHETINKINA 12            TURAN       ,"улица Щетинкина, 14, Туран, Пий-Хемский кожуун, Республика Тыва, Россия",496.5,8643.0,True,52.142246,93.922393,0.0074889981901422095
85,BIRYUZOVA 31              MOSCOW      ,"улица Маршала Бирюзова, 31, Москва, Россия, 123060",496.5,8658.0,True,55.796526,37.486859,-0.07718966161291686
86,MYASNIKYANA 95            CHALTIR     ,"улица Мясникяна, 95, село Чалтырь, Мясниковский район, Ростовская область, Россия, 346800",496.5,8659.0,True,47.284715000000006,39.500702000000004,-0.09023119783684898
87,LENINA 19                 TOSNO       ,"проспект Ленина, 19, Тосно, Тосненское городское поселение, Ленинградская область, Россия, 187000",496.5,8660.0,True,59.547013,30.864595,-0.010322537100155724
88,CHAPAEVA 2A               SERYSHEVO   ,"улица Чапаева, 2, посёлок городского типа Серышево, Серышевский район, Амурская область, Россия, 676351",496.5,8663.0,True,51.092978,128.362247,-0.08702164994253997
89,GAGARINA 14-4             P. HOVU-AKSY,"улица Гагарина, 14, село Хову-Аксы, Чеди-Хольский кожуун, Республика Тыва, Россия",496.5,8691.0,True,51.131723,93.716464,-0.010148401162897476
90,LENINA 93                 UST-LABINSK ,"улица Ленина, 93, Усть-Лабинск, Краснодарский край, Россия, 352333",496.5,8697.0,True,45.215441,39.690146999999996,-0.08251826011110397
91,TSENTRALNAYA 45           KRASN.YARUGA,"Центральная улица, 45, посёлок городского типа Красная Яруга, Краснояружский район, Белгородская область, Россия, 309420",496.5,8699.0,True,50.802065,35.656945,-0.04783485347896513
92,BAUMANA 16                YOSHKAR-OLA ,"улица Баумана, 16, Йошкар-Ола, Республика Марий Эл, Россия, 424019",496.5,8700.0,True,56.64108,47.84341,-0.09438394857516988
93,"70 LET OKTYABRYA, 25/2    OMSK        ","улица 70 лет Октября, 25/2, Омск, Россия, 644074",496.5,8702.0,True,54.976592000000004,73.33403100000001,-0.08490357516611999
94,KRASNOOKTYABRSKAYA 66V    MAYKOP      ,"Краснооктябрьская улица, 62, Майкоп, Республика Адыгея, Россия, 385006",496.5,8709.0,True,44.618387,40.107459999999996,-0.021940545842015585
95,SHOLOM-ALEYHAMA 72        BIROBIDZHAN ,"улица Шолом-Алейхема, 72, Биробиджан, Еврейская автономная область, Россия, 679016",496.5,8715.0,True,48.801131,132.906429,0.07325575442042899
96,LENINA 40                 EFREMOV     ,"улица Ленина, 40, Ефремов, Тульская область, Россия, 301840",496.5,8717.0,True,53.145073,38.105187,-0.05393145648515777
97,KASHIRINIKH 124           CHELYABINSK ,"улица Братьев Кашириных, 124, Челябинск, Россия, 454128",496.5,8720.0,True,55.174296,61.304511,-0.08112422369102341
98,AVTOMOBILISTOV 4A         ULAN-UDE    ,"проспект Автомобилистов, 4Ак1, Улан-Удэ, Республика Бурятия, Россия, 670045",496.5,8722.0,True,51.831086,107.657625,-0.11923022403327956
99,YAROSLAVSKAYA 56          UGLICH      ,"Ярославская улица, 56, Углич, Ярославская область, Россия, 152610",496.5,8731.0,True,57.532669999999996,38.333269,-0.02330640466529364
100,K.MARKSA 8                KURSK       ,"улица Карла Маркса, 8, Курск, Россия, 305004",496.5,8735.0,True,51.750199,36.191928000000004,-0.14175340176593873
101,LUNACHARSKOGO 49          OBOYAN      ,"улица Луначарского, 49, Обоянь, Курская область, Россия",496.5,8736.0,True,51.208488,36.280367,0.03122450469925518
102,AK. KIRENSKOGO 2          KRASNOYARSK ,"улица Академика Киренского, 2, Красноярск, Россия, 660074",496.5,8745.0,True,55.995649,92.786905,-0.09148681288490956
103,LENINA 23                 BRYANSK     ,"проспект Ленина, 23, Брянск, Россия, 241050",496.5,8750.0,True,53.239433999999996,34.35879,-0.027333947851448426
104,KIROVA 7A                 ASTRAKHAN   ,"улица Кирова, 7/28, Астрахань, Россия, 414000",496.5,8755.0,True,46.352484999999994,48.038362,-0.04529878585356543
105,OKTYABRSKAYA 4            VOLODARSKIY ,"Октябрьская площадь, 4, посёлок городского типа Володарский, Володарский район, Астраханская область, Россия, 416170",496.5,8756.0,True,46.402883,48.543027,-0.05870397594945995
106,"NABEREZHNAYA 1 MAY, 160   ASTRAKHAN   ","улица Набережная 1 Мая, 160/94, Астрахань, Россия, 414000",496.5,8759.0,True,46.343234,48.051675,-0.07256212672580185
107,BEZHITSKAYA 1/5           BRYANSK     ,"Бежицкая улица, 1к5, Брянск, Россия, 241007",496.5,8770.0,True,53.268374,34.355008000000005,-0.04295661014204959
108,KRILATAYA 2               KRASNODAR   ,"Крылатая улица, 2, жилой массив Пашковский, Краснодар, Россия, 350023",496.5,8771.0,True,45.011446,39.122529,-0.06185199719608433
109,SOVETSKIY 3               BIKIN       ,"Советский переулок, 3, Бикин, Хабаровский край, Россия, 682970",496.5,8781.0,True,46.824789,134.25341699999998,-0.0034579326085033856
110,PUSHKINA 22               ELETS       ,"улица Пушкина, 22, Елец, Липецкая область, Россия, 399772",496.5,8790.0,True,52.608066,38.501362,-0.08184239791870787
111,IPPODROMNAYA 15B          ELISTA      ,"Ипподромная улица, 15, Элиста, Республика Калмыкия, Россия, 358005",496.5,8797.0,True,46.321622999999995,44.233610999999996,-0.07983827673128033
112,KOMMUNARSKIY 18           BIYSK       ,"Коммунарский переулок, 18, Бийск, Алтайский край, Россия, 659300",496.5,13.0,True,52.540672,85.22168,-0.05035007441799007
113,VERKHNAYA DUBROVA 26ZH    VLADIMIR    ,"улица Верхняя Дуброва, 26Ж, Владимир, Россия, 600022",496.5,18.0,True,56.109039,40.344112,-0.09047449122094946
114,SOVETSKAYA 7              TOSNO       ,"Советская улица, 7, Тосно, Тосненское городское поселение, Ленинградская область, Россия, 187000",496.5,23.0,True,59.542333,30.880521999999996,-0.03724813854736477
115,PIONERSKAYA 10A           KHABAROVSK  ,"Пионерская улица, 10А, Хабаровск, Россия",496.5,24.0,True,48.458826,135.089668,0.009396823260080138
116,LENINA 32                 YUKHNOV     ,"улица Ленина, 32, Юхнов, Калужская область, Россия, 249910",496.5,29.0,True,54.740854000000006,35.225583,-0.050898436991619084
117,DZERZHINSKOGO 82/2        VELSK       ,"улица Дзержинского, 82, Вельск, Архангельская область, Россия, 165150",496.5,61.0,True,61.069724,42.112419,-0.06948519689808405
118,LENINA 2                  USMAN       ,"улица Ленина, 2, Усмань, Липецкая область, Россия",496.5,62.0,True,52.038882,39.73668,-0.056077265567492214
119,VOROSHILOVA 6/24          KRASNIY SULI,"улица Ворошилова, 6, Красный Сулин, Ростовская область, Россия",496.5,68.0,True,47.894769000000004,40.057549,-0.06626410445612932
120,MIRA 11A                  LAKINSK     ,"улица Мира, 11А, Лакинск, Собинский район, Владимирская область, Россия, 601241",496.5,72.0,True,56.022348,39.979908,-0.06330300247529215
121,SOVETSKAYA 82             STARONIZHEST,"Советская улица, 82, станица Старонижестеблиевская, Красноармейский район, Краснодарский край, Россия",496.5,75.0,True,45.377812,38.438713,0.08910534933985331
122,PSKOVSKAYA 2              VOLOGDA     ,"Псковская улица, 2, Вологда, Россия, 160034",496.5,76.0,True,59.201007,39.829368,-0.08820784687667625
123,BRYANSKAYA 67A            TRUBCHEVSK  ,"Брянская улица, 67А, Трубчевск, Брянская область, Россия, 242220",496.5,80.0,True,52.580391000000006,33.766477,-0.11489727343702412
124,KRUPSKOY 15               ZAKAMENSK   ,"улица Крупской, 15, Закаменск, Республика Бурятия, Россия, 671950",496.5,84.0,True,50.375026,103.285462,0.010163564887207271
125,VOLODARSKOGO 1            TARUSA      ,"улица Володарского, 1, Таруса, Калужская область, Россия",496.5,89.0,True,54.727084,37.181081,-0.1333332450980473
126,ASTRAKHANSKAYA 189A       TAMBOV      ,"Астраханская улица, 189А, Тамбов, Россия, 392005",496.5,93.0,True,52.675552,41.465308,-0.0778446091413019
127,LENINGRADSKAYA 58         KHABAROVSK  ,"Ленинградская улица, 58, Хабаровск, Россия, 680021",496.5,101.0,True,48.496609,135.07277,-0.08953466824085697
128,LEKONTA 1/1               OMSK        ,"улица Леконта, 1к1, Омск, Россия, 644020",496.5,106.0,True,54.940753,73.386556,-0.14500123147475488
129,"IGNATIEVSKOE AVE,17       BLAGOVESHENS","Игнатьевское шоссе, городской округ Благовещенск, Амурская область, Россия",496.5,119.0,True,50.351708,127.460204,-0.030739618192407617
130,TAEZHNAYA 32              KAA-KHEM    ,"Таёжная улица, посёлок городского типа Каа-Хем, Кызылский кожуун, Республика Тыва, Россия",496.5,121.0,True,51.693519,94.559263,0.011338967382267232
131,KRASNOARMEYSKAYA 137      KIZIL       ,"Красноармейская улица, 137, Кызыл, Республика Тыва, Россия",496.5,126.0,True,51.716229,94.440685,0.03331461011246056
132,KOOPERATIVNAYA 59         CHEKMAGUSH  ,"Кооперативная улица, 59, село Чекмагуш, Чекмагушевский район, Республика Башкортостан, Россия, 452200",496.5,132.0,True,55.138104000000006,54.653743999999996,-0.05199984917312545
133,BEREZOVIY 3A              SELENGINSK  ,"микрорайон Берёзовый, 3А, посёлок городского типа Селенгинск, Кабанский район, Республика Бурятия, Россия, 671247",496.5,139.0,True,52.00588,106.864125,0.054741890157150204
134,"POSHEKHONSKOE AVE,22      VOLOGDA     ","Пошехонское шоссе, 22, Вологда, Россия",496.5,145.0,True,59.197256,39.859246,-0.010273139439971709
135,ABB 1 DEKABRISTOV UL      KAZAN       ,"1-й переулок Декабристов, поселок Фрунзевец, Апрелевка, Наро-Фоминский городской округ, Московская область, Россия",1022.0,2940.0,True,55.529053000000005,37.026740999999994,-0.10583718748257466
136,ABB 24 KORABELNAYA        NIZHNEKAMSK ,"Корабельная улица, 24, Нижнекамск, Республика Татарстан, Россия, 423578",1022.0,4620.0,True,55.624388,51.7995,-0.08099983751451277
137,ABB 53 A YULIUSA FUCHIKA  KAZAN       ,"улица Юлиуса Фучика, 53А, Казань, Республика Татарстан, Россия, 420141",1022.0,294.0,True,55.74375500000001,49.203549,-0.12597963007001686
138,ABB 14 CHISTOPOLSKAYA     KAZAN       ,"Чистопольская улица, 14, Казань, Республика Татарстан, Россия, 420066",1022.0,1978.0,True,55.818574,49.108157,-0.07859949534907965
139,"ABB 11 PROLETARSKAYA      VYS.GORA,   ","Пролетарская улица, 11, посёлок городского типа Кесова Гора, Кесовогорский район, Тверская область, Россия, 171470",1022.0,1991.0,True,57.587228,37.296586,-0.08709143011786058
140,ABB 97 RIKHARDA ZORGE     KAZAN       ,"улица Рихарда Зорге, 97, Казань, Республика Татарстан, Россия, 420139",1022.0,4509.0,True,55.744429000000004,49.219772,-0.07706384345842962
141,ABB 141 POBEDY PR.        KAZAN       ,"проспект Победы, 141, Казань, Республика Татарстан, Россия, 420100",1022.0,4598.0,True,55.780956999999994,49.213125,-0.06557084537563818
142,ABB 32 LENINA             ZELENODOLSK ,"улица Ленина, 32, Зеленодольск, Республика Татарстан, Россия, 422550",1022.0,4665.0,True,55.846996999999995,48.500033,-0.06655856143748902
143,ABB 113A LENINA           ALMETEVSK   ,"улица Ленина, 113А, Альметьевск, Республика Татарстан, Россия, 423461",1022.0,4698.0,True,54.898178,52.272481,-0.0748998023959967
144,ABB 13 B. KHMELNICKOGO    CHELYABINSK ,"улица Богдана Хмельницкого, 13, Челябинск, Россия, 454047",1022.0,153.0,True,55.257591000000005,61.395833999999994,-0.14500123147475488
145,ABB METRO ST.PL. TUKAYA   KAZAN       ,"метро Площадь Габдуллы Тукая, Центральная линия, Казань, Республика Татарстан, Россия",1022.0,317.0,True,55.786065,49.124542,-0.08503765605085375
146,ABB 45 KH. MAVLYUTOVA     KAZAN       ,"улица Хусаина Мавлютова, 45, Казань, Республика Татарстан, Россия, 420101",1022.0,322.0,True,55.296862,47.596202,-0.02753584856870541
147,"ABB 71 KRAJNOVA           BAZ.MATAKI, ","улица Крайнова, 71, село Базарные Матаки, Алькеевский район, Республика Татарстан, Россия, 422870",1022.0,323.0,True,54.904359,49.924034000000006,-0.06255262907926452
148,ABB 2 LUSHNIKOVA          KAZAN       ,"улица Лушникова, 2, Казань, Республика Татарстан, Россия, 420034",1022.0,329.0,True,55.818796,49.082347999999996,-0.11900714040733515
149,ABB 34 ENTUZIASTOV        CHEBOKSARY  ,"улица Энтузиастов, 34, Чебоксары, Чувашская Республика, Россия, 428010",1022.0,330.0,True,56.118791,47.183606,-0.105078490525171
150,ABB 6B NAB-CHELNINSKIJ    NAB.CHELNY  ,,1022.0,347.0,True,55.70598,,-0.14500123147475488
151,ABB 36A MAMADYSHSKIJ      KAZAN       ,"Мамадышский тракт, 36, Казань, Республика Татарстан, Россия",1022.0,354.0,True,55.795317000000004,49.229447,-0.10721077850870757
152,ABB 50A POBEDY PR.        KAZAN       ,"проспект Победы, 50А, Казань, Республика Татарстан, Россия, 420138",1022.0,365.0,True,55.748918999999994,49.207573,-0.06991247967757852
